symbol,name,country,industry,Market Capitalization,Total Revenue,Shares Outstanding (mm),shares,currency,jakota_indicies,
2457.TW,Phihong Technology Co. Ltd.,Taiwan,Electrical Components and Equipment,789,437,431,"383,489,984",TWD,[],
9925.TW,Taiwan Shin Kong Security Co. Ltd.,Taiwan,Security and Alarm Services,479,249,384,"384,206,016",TWD,[],
4114.TWO,Synmosa Biopharma Corporation,Taiwan,Pharmaceuticals,449,158,381,"385,000,000",TWD,[],
8524.TSE,North Pacific BankLtd.,Japan,Regional Banks,964,827,385,"385,152,992",JPY,[],
6244.TWO,Motech Industries Inc.,Taiwan,Semiconductors,326,169,387,"387,041,984",TWD,[],
2317.TSE,Systena Corporation,Japan,Application Software,708,523,387,"387,440,992",JPY,[tech-100],
5371.TWO,Coretronic Corporation,Taiwan,Electronic Equipment and Instruments,933,1389,391,"390,980,992",TWD,[tech-100],
2540.TW,JSL Construction & Development Co. Ltd.,Taiwan,Real Estate Development,1017,196,392,"391,607,008",TWD,[],
9921.TW,Giant Manufacturing Co. Ltd.,Taiwan,Leisure Products,2173,2875,392,"392,064,992",TWD,[consumer-50],
5406.TSE,Kobe Steel Ltd.,Japan,Steel,5353,17487,395,"394,913,984",JPY,[],
3704.TW,Zyxel Group Corporation,Taiwan,Communications Equipment,615,1066,396,"395,303,008",TWD,[tech-100],
8334.TSE,The Gunma Bank Ltd.,Japan,Regional Banks,1904,1121,397,"397,075,008",JPY,[],
2355.TW,Chin-Poon Industrial Co. Ltd.,Taiwan,Electronic Components,485,542,398,"397,495,008",TWD,[tech-100],
1307.TW,San Fang Chemical Industry Co. Ltd.,Taiwan,Commodity Chemicals,325,332,398,"397,817,984",TWD,[],
4906.TW,Gemtek Technology Co. Ltd.,Taiwan,Communications Equipment,451,973,398,"398,774,016",TWD,[tech-100],
6412.TW,Chicony Power Technology Co. Ltd.,Taiwan,Electrical Components and Equipment,1419,1215,399,"399,040,992",TWD,[],
1234.TW,Hey Song Corporation,Taiwan,Soft Drinks and Non-alcoholic Beverages,478,332,402,"401,871,008",TWD,[consumer-50],
3673.TW,TPK Holding Co. Ltd.,Taiwan,Electronic Components,425,2673,407,"406,664,000",TWD,[tech-100],
6177.TW,Da-Li Development Co.Ltd.,Taiwan,Real Estate Development,397,125,407,"407,305,984",TWD,[],
047040.KO,Daewoo Engineering & Construction Co. Ltd.,South Korea,Construction and Engineering,1275,8814,411,"410,886,016",KRW,[],
2211.TW,Evergreen Steel Corp.,Taiwan,Steel,920,345,417,"417,091,008",TWD,[],
2617.TW,Taiwan Navigation Co. Ltd.,Taiwan,Marine Transportation,380,129,417,"417,294,016",TWD,[],
6285.TW,Wistron NeWeb Corporation,Taiwan,Communications Equipment,1792,3450,418,"417,425,984",TWD,[tech-100],
4919.TW,Nuvoton Technology Corporation,Taiwan,Semiconductors,1630,1215,420,"419,764,992",TWD,[],
5530.TWO,Lungyen Life Service Corporation,Taiwan,Specialized Consumer Services,477,124,420,"420,084,000",TWD,[],
1712.TW,Sinon Corporation,Taiwan,Fertilizers and Agricultural Chemicals,477,660,421,"420,492,000",TWD,[],
4142.TW,Adimmune Corporation,Taiwan,Biotechnology,446,62,422,"421,508,000",TWD,[],
2360.TW,Chroma ATE Inc.,Taiwan,Electronic Equipment and Instruments,3632,691,424,"423,710,016",TWD,[tech-100],
1608.TW,Hua Eng Wire & Cable Co. Ltd.,Taiwan,Electrical Components and Equipment,274,320,424,"424,209,984",TWD,[],
3033.TW,Weikeng Industrial Co. Ltd.,Taiwan,Technology Distributors,364,2245,427,"428,071,008",TWD,[],
2451.TW,Transcend Information Inc.,Taiwan,Technology Hardware Storage and Peripherals,967,345,429,"429,062,016",TWD,[],
032640.KO,LG Uplus Corp.,South Korea,Integrated Telecommunication Services,3286,10692,430,"429,828,000",KRW,[],
7180.TSE,Kyushu Financial GroupInc.,Japan,Regional Banks,2308,1323,433,"432,612,992",JPY,[],
2340.TW,Taiwan-Asia Semiconductor Corporation,Taiwan,Semiconductors,645,121,438,"437,868,000",TWD,[],
8131.TW,Formosa Advanced Technologies Co. Ltd.,Taiwan,Semiconductors,529,296,442,"442,222,016",TWD,[],
9917.TW,Taiwan Secom Co. Ltd.,Taiwan,Security and Alarm Services,1464,519,443,"442,707,008",TWD,[],
2393.TW,Everlight Electronics Co. Ltd.,Taiwan,Semiconductors,646,581,443,"443,392,992",TWD,[],
2034.TW,YC Inox Co.Ltd,Taiwan,Steel,379,497,447,"447,427,008",TWD,[],
1808.TW,Run Long Construction Co. Ltd.,Taiwan,Construction and Engineering,1287,293,451,"451,025,984",TWD,[],
4743.TWO,Oneness Biotech Co. Ltd.,Taiwan,Pharmaceuticals,2450,2,452,"452,145,984",TWD,[],
2337.TSE,Ichigo Inc.,Japan,Real Estate Operating Companies,1011,441,453,"453,388,992",JPY,[],
3189.TW,Kinsus Interconnect Technology Corp.,Taiwan,Semiconductor Materials and Equipment,1531,1099,455,"454,475,008",TWD,[tech-100,semiconductors-25]
6257.TW,Sigurd Microelectronics Corporation,Taiwan,Semiconductors,814,522,457,"456,740,992",TWD,[],
2102.TW,Federal Corporation,Taiwan,Tires and Rubber,258,41,460,"459,574,016",TWD,[],
4915.TW,Primax Electronics Ltd.,Taiwan,Electronic Manufacturing Services,995,2304,463,"463,075,008",TWD,[tech-100],
6176.TW,Radiant Opto-Electronics Corporation,Taiwan,Semiconductors,1776,1744,465,"465,027,008",TWD,[],
2608.TW,Kerry TJ Logistics Company Limited,Taiwan,Air Freight and Logistics,536,390,467,"467,000,000",TWD,[],
006800.KO,Mirae Asset Securities Co. Ltd.,South Korea,Diversified Capital Markets,2591,10519,606,"469,223,008",KRW,[],
6191.TW,Global Brands Manufacture Ltd.,Taiwan,Electronic Components,906,750,471,"470,532,000",TWD,[tech-100],
9508.TSE,Kyushu Electric Power Company Incorporated,Japan,Electric Utilities,3210,15777,473,"472,769,984",JPY,[],
2534.TW,Hung Sheng Construction Ltd.,Taiwan,Real Estate Development,280,203,473,"473,000,992",TWD,[],
3264.TWO,Ardentec Corporation,Taiwan,Semiconductors,920,467,474,"473,920,000",TWD,[],
5213.TWO,YeaShin International Development Co. Ltd.,Taiwan,Real Estate Development,382,30,475,"475,100,000",TWD,[],
1709.TW,Formosan Union Chemical Corp.,Taiwan,Commodity Chemicals,313,317,477,"477,016,000",TWD,[],
2392.TW,Cheng Uei Precision Industry Co. Ltd.,Taiwan,Electronic Components,606,2896,477,"477,262,016",TWD,[tech-100],
8515.TSE,Aiful Corporation,Japan,Consumer Finance,1260,1025,484,"483,703,008",JPY,[consumer-50],
2492.TW,Walsin Technology Corporation,Taiwan,Electronic Components,1543,1020,485,"484,804,000",TWD,[tech-100],
1513.TW,Chung-Hsin Electric and Machinery Manufacturing Corp.,Taiwan,Heavy Electrical Equipment,1622,648,486,"485,807,008",TWD,[],
1218.TW,Taisun Enterprise Co. Ltd.,Taiwan,Packaged Foods and Meats,338,354,486,"486,320,000",TWD,[],
2368.TW,Gold Circuit Electronics Ltd.,Taiwan,Electronic Components,3318,974,487,"486,688,000",TWD,[tech-100],
6471.TSE,NSK Ltd.,Japan,Industrial Machinery and Supplies and Components,2754,6273,483,"488,615,008",JPY,[],
2108.TW,NANTEX Industry Co. Ltd.,Taiwan,Specialty Chemicals,554,296,492,"492,416,992",TWD,[],
4902.TSE,Konica Minolta Inc.,Japan,Technology Hardware Storage and Peripherals,1612,7947,494,"494,097,984",JPY,[],
8359.TSE,The Hachijuni Bank Ltd.,Japan,Regional Banks,2825,1165,494,"494,132,000",JPY,[],
8112.TW,Supreme Electronics Co. Ltd.,Taiwan,Technology Distributors,968,4358,566,"495,496,000",TWD,[],
2908.TW,Test-Rite International Co. Ltd.,Taiwan,Distributors,311,1133,496,"495,582,016",TWD,[],
2388.TW,VIA Technologies Inc.,Taiwan,Semiconductors,1834,321,498,"498,383,008",TWD,[],
003410.KO,SsangYong C&E Co. Ltd.,South Korea,Construction Materials,2035,1632,502,"498,766,016",KRW,[],
4532.TW,Rechi Precision Co. Ltd.,Taiwan,Industrial Machinery and Supplies and Components,302,504,500,"499,995,008",TWD,[],
9908.TW,The Great Taipei Gas Corporation,Taiwan,Gas Utilities,509,108,501,"500,864,992",TWD,[],
1201.TW,Wei Chuan Foods Corporation,Taiwan,Packaged Foods and Meats,290,659,506,"506,063,008",TWD,[],
6443.TW,TSEC Corporation,Taiwan,Semiconductors,474,310,539,"512,796,992",TWD,[],
5009.TWO,Gloria Material Technology Corp.,Taiwan,Steel,725,434,514,"513,695,008",TWD,[],
2328.TW,Pan-International Industrial Corp.,Taiwan,Electronic Components,596,846,518,"518,345,984",TWD,[tech-100],
1503.TW,Shihlin Electric & Engineering Corp.,Taiwan,Heavy Electrical Equipment,1869,1028,521,"520,972,000",TWD,[],
3044.TW,Tripod Technology Corporation,Taiwan,Electronic Components,3142,1910,526,"525,606,016",TWD,[tech-100],
1310.TW,Taiwan Styrene Monomer Corporation,Taiwan,Commodity Chemicals,264,325,528,"527,870,016",TWD,[],
5469.TW,HannStar Board Corporation,Taiwan,Electronic Components,975,1444,528,"528,440,992",TWD,[tech-100],
6472.TSE,NTN Corporation,Japan,Industrial Machinery and Supplies and Components,1031,5548,531,"530,896,992",JPY,[],
018880.KO,Hanon Systems,South Korea,Automotive Parts and Equipment,3710,7069,534,"533,668,000",KRW,[],
3380.TW,Alpha Networks Inc.,Taiwan,Communications Equipment,662,1094,542,"541,718,976",TWD,[tech-100],
6182.TWO,Wafer Works Corporation,Taiwan,Semiconductor Materials and Equipment,741,378,542,"541,884,032",TWD,[tech-100,semiconductors-25]
1711.TW,Everlight Chemical Industrial Corporation,Taiwan,Specialty Chemicals,329,257,548,"547,752,000",TWD,[],
9941.TW,Yulon Finance Corporation,Taiwan,Consumer Finance,3694,1262,648,"548,225,024",TWD,[consumer-50],
2520.TW,Kindom Development Co. Ltd.,Taiwan,Real Estate Development,559,666,543,"553,169,984",TWD,[],
2204.TW,China Motor Corporation,Taiwan,Automobile Manufacturers,1676,1079,554,"553,619,968",TWD,[],
6153.TW,Career Technology (Mfg.) Co. Ltd.,Taiwan,Electronic Components,374,442,554,"554,177,984",TWD,[tech-100],
5831.TSE,Shizuoka Financial GroupInc.,Japan,Regional Banks,4634,1643,555,"554,427,008",JPY,[],
2329.TW,Orient Semiconductor Electronics Limited,Taiwan,Semiconductors,1077,470,826,"555,308,032",TWD,[],
2331.TW,Elitegroup Computer Systems Co.Ltd.,Taiwan,Technology Hardware Storage and Peripherals,513,773,557,"557,403,008",TWD,[],
4128.TWO,Microbio Co. Ltd.,Taiwan,Personal Care Products,840,51,560,"560,161,984",TWD,[consumer-50],
2441.TW,Greatek Electronics Inc.,Taiwan,Semiconductors,979,420,569,"568,846,016",TWD,[],
1110.TW,Southeast Cement Corp. Ltd.,Taiwan,Construction Materials,332,70,570,"569,886,976",TWD,[],
7205.TSE,Hino Motors Ltd.,Japan,Construction Machinery and Heavy Transportation Equipment,2194,10536,574,"574,027,008",JPY,[],
1305.TW,China General Plastics Corporation,Taiwan,Commodity Chemicals,472,469,610,"581,049,984",TWD,[],
2015.TW,Feng Hsin Steel Co. Ltd.,Taiwan,Steel,1214,1140,582,"581,598,976",TWD,[],
2362.TW,Clevo Co.,Taiwan,Technology Hardware Storage and Peripherals,574,718,585,"585,216,000",TWD,[],
2605.TW,Sincere Navigation Corporation,Taiwan,Marine Transportation,432,146,585,"585,353,024",TWD,[],
2401.TW,Sunplus Technology Company Limited,Taiwan,Semiconductors,531,167,588,"588,435,008",TWD,[],
1319.TW,Tong Yang Industry Co. Ltd.,Taiwan,Automotive Parts and Equipment,1438,706,592,"591,476,992",TWD,[],
1308.TW,Asia Polymer Corporation,Taiwan,Commodity Chemicals,451,274,594,"593,742,976",TWD,[],
2332.TW,D-Link Corporation,Taiwan,Communications Equipment,374,556,600,"594,403,008",TWD,[tech-100],
6016.TWO,Concord Securities Co. Ltd.,Taiwan,Investment Banking and Brokerage,247,109,595,"594,454,976",TWD,[],
4123.TWO,Center Laboratories Inc.,Taiwan,Pharmaceuticals,931,34,654,"594,755,968",TWD,[],
1785.TWO,Solar Applied Materials Technology Corporation,Taiwan,Specialty Chemicals,675,699,597,"596,606,976",TWD,[],
3005.TW,Getac Holdings Corporation,Taiwan,Technology Hardware Storage and Peripherals,1466,1098,608,"608,318,016",TWD,[],
4306.TW,Yem Chio Co. Ltd.,Taiwan,Paper and Plastic Packaging Products and Materials,313,408,621,"614,587,008",TWD,[],
6592.TW,Hotai Finance Co. Ltd.,Taiwan,Consumer Finance,2732,738,667,"621,500,032",TWD,[consumer-50],
2376.TW,Giga-Byte Technology Co. Ltd.,Taiwan,Technology Hardware Storage and Peripherals,5557,3406,636,"634,984,000",TWD,[],
2010.TW,Chun Yuan Steel Industry Co. Ltd.,Taiwan,Steel,341,702,648,"647,654,976",TWD,[],
1103.TW,Chia Hsin Cement Corporation,Taiwan,Construction Materials,380,84,659,"658,894,016",TWD,[],
6120.TW,Darwin Precisions Corporation,Taiwan,Semiconductors,327,441,666,"665,555,008",TWD,[],
2367.TW,Unitech Printed Circuit Board Corp.,Taiwan,Electronic Components,394,544,669,"669,406,976",TWD,[tech-100],
1104.TW,Universal Cement Corporation,Taiwan,Construction Materials,545,242,673,"673,217,024",TWD,[],
8070.TW,Chang Wah Electromaterials Inc.,Taiwan,Technology Distributors,649,601,673,"673,372,992",TWD,[],
2474.TW,Catcher Technology Co. Ltd.,Taiwan,Technology Hardware Storage and Peripherals,3856,826,680,"680,364,032",TWD,[],
1609.TW,Ta Ya Electric Wire & Cable Co. Ltd.,Taiwan,Electrical Components and Equipment,850,821,712,"683,432,000",TWD,[],
9831.TSE,Yamada Holdings Co. Ltd.,Japan,Computer and Electronics Retail,2144,10986,690,"708,369,024",JPY,[consumer-50],
4157.TWO,TaiGen Biopharmaceuticals Holdings Limited,Taiwan,Biotechnology,322,4,717,"716,844,032",TWD,[],
2385.TW,Chicony Electronics Co. Ltd.,Taiwan,Technology Hardware Storage and Peripherals,2592,3412,723,"722,689,984",TWD,[],
2006.TW,Tung Ho Steel Enterprise Corporation,Taiwan,Steel,1377,1860,730,"730,214,016",TWD,[],
8926.TW,Taiwan Cogeneration Corporation,Taiwan,Independent Power Producers and Energy Traders,938,172,730,"730,281,984",TWD,[],
1803.TSE,Shimizu Corporation,Japan,Construction and Engineering,5129,13767,731,"731,385,984",JPY,[],
6282.TW,AcBel Polytech Inc.,Taiwan,Electrical Components and Equipment,996,726,734,"733,649,984",TWD,[],
9940.TW,Sinyi Realty Inc.,Taiwan,Real Estate Services,656,464,737,"736,846,976",TWD,[],
6147.TWO,Chipbond Technology Corporation,Taiwan,Semiconductors,1577,664,745,"738,675,968",TWD,[],
2489.TW,AmTRAN Technology Co.Ltd,Taiwan,Consumer Electronics,289,469,780,"740,099,968",TWD,[consumer-50],
2637.TW,Wisdom Marine Lines Co. Limited (Cayman),Taiwan,Marine Transportation,1123,644,746,"746,409,024",TWD,[],
6239.TW,Powertech Technology Inc.,Taiwan,Semiconductors,2356,2335,747,"747,347,008",TWD,[],
2363.TW,Silicon Integrated Systems Corp.,Taiwan,Semiconductors,879,5,750,"749,588,992",TWD,[],
088350.KO,Hanwha Life Insurance Co. Ltd.,South Korea,Life and Health Insurance,1583,24382,751,"751,390,016",KRW,[],
3714.TW,ENNOSTAR Inc.,Taiwan,Semiconductors,1025,742,752,"751,657,984",TWD,[],
5522.TW,Farglory Land Development Co. Ltd.,Taiwan,Real Estate Development,1403,694,782,"781,596,032",TWD,[],
2913.TW,Taiwan Tea Corporation,Taiwan,Packaged Foods and Meats,520,13,790,"790,000,000",TWD,[],
1789.TW,ScinoPharm Taiwan Ltd.,Taiwan,Pharmaceuticals,675,100,791,"790,739,008",TWD,[],
2206.TW,Sanyang Motor Co. Ltd.,Taiwan,Motorcycle Manufacturers,1912,1924,792,"792,158,016",TWD,[consumer-50],
9933.TW,CTCI Corporation,Taiwan,Construction and Engineering,981,3080,801,"800,361,984",TWD,[],
2851.TW,Central Reinsurance Corporation,Taiwan,Reinsurance,579,638,800,"800,388,992",TWD,[],
3703.TW,Continental Holdings Corporation,Taiwan,Construction and Engineering,685,919,823,"823,216,000",TWD,[],
2103.TW,TSRC Corporation,Taiwan,Commodity Chemicals,607,1029,826,"825,710,016",TWD,[],
2498.TW,HTC Corporation,Taiwan,Technology Hardware Storage and Peripherals,1242,142,831,"833,126,016",TWD,[],
2101.TW,Nankang Rubber Tire Corp.Ltd.,Taiwan,Tires and Rubber,985,228,834,"833,934,976",TWD,[],
2530.TW,Delpha Construction Co.Ltd.,Taiwan,Real Estate Operating Companies,687,50,840,"839,987,968",TWD,[],
2377.TW,Micro-Star International Co. Ltd.,Taiwan,Technology Hardware Storage and Peripherals,4303,5270,845,"844,856,000",TWD,[],
2606.TW,U-Ming Marine Transport Corporation,Taiwan,Marine Transportation,1256,444,845,"845,056,000",TWD,[],
1210.TW,Great Wall Enterprise Co. Ltd.,Taiwan,Packaged Foods and Meats,1413,3700,846,"845,707,008",TWD,[],
2539.TW,Sakura Development Co.Ltd,Taiwan,Real Estate Development,1106,171,855,"854,502,016",TWD,[],
1710.TW,Oriental Union Chemical Corporation,Taiwan,Commodity Chemicals,520,658,877,"876,593,984",TWD,[],
3036.TW,WT Microelectronics Co. Ltd.,Taiwan,Technology Distributors,3538,17668,1022,"886,796,992",TWD,[],
1312.TW,Grand Pacific Petrochemical Corporation,Taiwan,Commodity Chemicals,469,521,907,"906,620,032",TWD,[],
1227.TW,Standard Foods Corporation,Taiwan,Packaged Foods and Meats,1062,911,908,"908,419,968",TWD,[],
2208.TW,CSBC Corporation,Taiwan,Construction Machinery and Heavy Transportation Equipment,662,754,934,"931,787,008",TWD,[],
2634.TW,Aerospace Industrial Development Corporation,Taiwan,Aerospace and Defense,1606,1174,942,"941,867,008",TWD,[],
6548.TWO,Chang Wah Technology Co. Ltd.,Taiwan,Semiconductor Materials and Equipment,956,412,927,"950,539,008",TWD,[tech-100,semiconductors-25]
2106.TW,Kenda Rubber Industrial Co. Ltd.,Taiwan,Tires and Rubber,873,1144,955,"954,889,984",TWD,[],
2104.TW,International CSRC Investment Holdings Co. Ltd.,Taiwan,Commodity Chemicals,607,675,970,"969,998,976",TWD,[],
5531.TW,Shining Building Business Co.Ltd.,Taiwan,Real Estate Development,329,106,1078,"977,588,992",TWD,[],
1722.TW,Taiwan Fertilizer Co. Ltd.,Taiwan,Fertilizers and Agricultural Chemicals,1793,472,980,"980,000,000",TWD,[],
1444.TW,Lealea Enterprise Co. Ltd.,Taiwan,Textiles,321,324,984,"984,390,016",TWD,[],
9910.TW,Feng Tay Enterprises Co. Ltd.,Taiwan,Footwear,5612,2852,988,"987,483,008",TWD,[consumer-50],
3861.TSE,Oji Holdings Corporation,Japan,Paper Products,4299,11950,991,"991,201,984",JPY,[],
1714.TW,Ho Tung Chemical Corp.,Taiwan,Commodity Chemicals,261,701,1007,"1,006,680,000",TWD,[],
8415.TWO,Brighton-Best International (Taiwan) Inc.,Taiwan,Trading Companies and Distributors,1070,840,1023,"1,022,520,000",TWD,[],
7167.TSE,Mebuki Financial GroupInc.,Japan,Regional Banks,2956,1970,1038,"1,038,510,016",JPY,[],
2201.TW,Yulon Motor Company Ltd.,Taiwan,Automobile Manufacturers,2739,2530,1063,"1,062,470,016",TWD,[],
2607.TW,Evergreen International Storage & Transport Corporation,Taiwan,Marine Ports and Services,946,544,1067,"1,067,139,968",TWD,[],
2915.TW,Ruentex Industries Limited,Taiwan,Textiles,1950,89,1068,"1,067,729,984",TWD,[],
1304.TW,USI Corporation,Taiwan,Commodity Chemicals,691,1842,1072,"1,072,300,032",TWD,[],
2905.TW,Mercuries & Associates Holding Ltd.,Taiwan,Life and Health Insurance,415,3600,1074,"1,073,840,000",TWD,[],
1905.TW,Chung Hwa Pulp Corporation,Taiwan,Paper Products,763,719,1087,"1,086,889,984",TWD,[],
2323.TW,CMC Magnetics Corporation,Taiwan,Technology Hardware Storage and Peripherals,404,234,1089,"1,089,350,016",TWD,[],
1904.TW,Cheng Loong Corporation,Taiwan,Paper and Plastic Packaging Products and Materials,986,1337,1108,"1,108,269,952",TWD,[],
2809.TW,King's Town Bank,Taiwan,Diversified Banks,1280,229,1111,"1,111,229,952",TWD,[],
8069.TWO,E Ink Holdings Inc.,Taiwan,Electronic Components,6357,998,1140,"1,140,400,000",TWD,[tech-100],
7186.TSE,Concordia Financial Group Ltd.,Japan,Regional Banks,5493,1857,1174,"1,174,109,952",JPY,[],
8410.TSE,Seven Bank Ltd.,Japan,Regional Banks,2524,1099,1174,"1,175,330,048",JPY,[],
2504.TW,Goldsun Building Materials Co. Ltd.,Taiwan,Construction Materials,916,686,1177,"1,176,880,000",TWD,[],
1717.TW,Eternal Materials Co. Ltd.,Taiwan,Commodity Chemicals,1037,1408,1178,"1,178,269,952",TWD,[],
2313.TW,Compeq Manufacturing Co. Ltd.,Taiwan,Electronic Components,1962,2243,1192,"1,191,820,032",TWD,[tech-100],
3706.TW,MiTAC Holdings Corporation,Taiwan,Technology Hardware Storage and Peripherals,1527,1420,1207,"1,206,560,000",TWD,[],
2449.TW,King Yuan Electronics Co. Ltd.,Taiwan,Semiconductors,2886,1085,1223,"1,222,739,968",TWD,[],
2836.TW,Bank of Kaohsiung Co. Ltd.,Taiwan,Regional Banks,475,123,1274,"1,234,300,032",TWD,[],
1313.TW,UPC Technology Corporation,Taiwan,Commodity Chemicals,608,2132,1318,"1,317,910,016",TWD,[],
1909.TW,Longchen Paper & Packaging Co. Ltd.,Taiwan,Paper Products,605,1570,1326,"1,325,650,048",TWD,[],
1718.TW,China Man-Made Fiber Corporation,Taiwan,Commodity Chemicals,326,1177,1342,"1,341,680,000",TWD,[],
2820.TW,China Bills Finance Corporation,Taiwan,Investment Banking and Brokerage,599,58,1343,"1,342,960,000",TWD,[],
2903.TW,Far Eastern Department Stores Ltd.,Taiwan,Broadline Retail,1033,1193,1409,"1,408,729,984",TWD,[consumer-50],
2354.TW,Foxconn Technology Co. Ltd.,Taiwan,Electronic Manufacturing Services,2535,2820,1415,"1,414,480,000",TWD,[tech-100],
2014.TW,Chung Hung Steel Corporation,Taiwan,Steel,1005,1133,1436,"1,435,539,968",TWD,[],
8593.TSE,Mitsubishi HC Capital Inc.,Japan,Specialized Finance,9847,13229,1436,"1,436,189,952",JPY,[],
2855.TW,President Securities Corporation,Taiwan,Investment Banking and Brokerage,848,246,1456,"1,455,830,016",TWD,[],
2312.TW,Kinpo Electronics Inc.,Taiwan,Technology Hardware Storage and Peripherals,706,5730,1477,"1,477,100,032",TWD,[],
2515.TW,BES Engineering Corporation,Taiwan,Construction and Engineering,516,559,1531,"1,530,899,968",TWD,[],
1229.TW,Lien Hwa Industrial Holdings Corporation,Taiwan,Packaged Foods and Meats,3057,393,1577,"1,577,360,000",TWD,[],
9907.TW,Ton Yi Industrial Corp.,Taiwan,Metal Glass and Plastic Containers,809,1275,1579,"1,579,139,968",TWD,[],
9501.TSE,Tokyo Electric Power Company Holdings Incorporated,Japan,Electric Utilities,7402,54898,1602,"1,602,150,016",JPY,[],
1409.TW,Shinkong Synthetic Fibers Corporation,Taiwan,Commodity Chemicals,767,1271,1614,"1,613,730,048",TWD,[],
2511.TW,Prince Housing & Development Corp.,Taiwan,Real Estate Development,539,280,1623,"1,622,669,952",TWD,[],
3576.TW,United Renewable Energy Co. Ltd.,Taiwan,Semiconductors,737,573,1609,"1,626,729,984",TWD,[],
1440.TW,Tainan Spinning Co. Ltd.,Taiwan,Textiles,756,676,1657,"1,656,819,968",TWD,[],
